relPosN/lon,relPosE/lat,relPosD/height,accN/hMSL,accE/hAcc,accD/vAcc,pos_type
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
-74.088952321,4.635858906,2588041.4,2583356.4,246.2,488.2,absPos
