relPosN/lon,relPosE/lat,relPosD/height,accN/hMSL,accE/hAcc,accD/vAcc,pos_type
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
-74.088912848,4.63588115,2585358.8,2580673.8,762.3,731.4,absPos
